texts,labels
18センチに調整してもらい、玉は15個でした,目的
LEDライトに透かしてみたら15個中３個はコーヒーゼリー、２個は薄い麦茶くらいに全体が透けるものがありました,目的
モリオンは光を通さないと思っていたのですが、この子もモリオンなんでしょうか,目的
縁があって来てくれた石なので、石のエネルギーを信じて大切にしていきたいと思います,目的
追記→→気になったのでお店へ問い合わせた所、モリオンとスモーキークォーツの微妙な関係を教えて頂き、さらに交換までしてもらいました,目的
最初に届いたモリオンがどうしても嫌という程ではありませんでしたが、お店の方の心使いに感激しました,目的
少しの時間でしたが我が家へ来てくれた縁に感謝してお返ししたいと思います,目的
新しく届いたモリオンはさらに落ち着いた静かな感じがあります,目的
主人の厄年が明けたら何個かに分けて我が家の鬼門を守る石として大切にしていきたいと思います,目的
ずっと売れ残っていたB1を買いました,目的
でも、この色合いは、いろんな服の色にあいやすいと思います,目的
中心のラブラドライトがとても輝きがよくて、品質のいいものなので、お買い得だったのではと思います,目的
ブルームーンストーンも、シラーがとてもきれいだし、ライトアメジストのカットもきれいで、全体的に繊細で、上品なのに、カジュアルダウンで使えて、とても気に入りました,目的
アジャスターのおかげで、タートルネックでもつけられて便利です,目的
いつもながら、加工の丁寧さ、細かさにはびっくりします,目的
センスのいい商品をまたもや、手に入れられました,目的
ありがとうございました,目的
側面までプリントされている商品を探していました,目的
にじんでいるような箇所もないし満足です,目的
ただ、カバーのタイプ(ソフト、ハード、とか)が選べるといいな、と思います,目的
うっかり軽く落としてしまったらカバーの角にヒビが入ってしまいました,目的
ソフトタイプだと落下でヒビが入ることはないし、そもそも滑りにくいから落としにくいので,目的
友人への誕生日プレゼント、ついでに旅行を数日後に控えていた母へのプレゼントとして２点購入しました,目的
友人の誕生日にはまだ暫くあり渡せていませんが、母はさっそく旅行に携帯し、それまでの二つ折よりずっと小ぶりで便利だと喜んでくれました,目的
私自身も色違い品(カーキ×メルロー)を購入しメイン財布として使用しています,目的
【小銭入れ】として考えるとかなり大ぶりですが高機能なので【コンパクト財布】と思うようにしています,目的
