調味料を入れておいたり,調味料を入れる
シングルのマットレスをソファ代わりに使いたくって背もたれ用に購入しました,背もたれ用のソファにする
成人式用の着物を収納するために購入しました,着物を収納する
洗濯槽を洗うのに使っています,洗濯槽を洗う
ｔｖを走行中に見るために購入しました,ｔｖを見る
体にホースを固定するために購入しました,ホースを固定する
お菓子を乗せるのに使おうと思っています,お菓子を乗せる
洗濯ものを乾かすのと,洗濯物を乾かす
犬のお留守番用に購入,犬が留守番する
ドライフルーツを作るために購入しました,ドライフルーツを作る
ｋｉｎｄｌｅｐａｐｅｒｗｈｉｔｅを立てるのに使用,タブレットを固定する
大好きなダフメイをウェルカムドールにするために購入,ウェルカムドールにする
ドームコンサートで使うために購入です,コンサートを観る
ちょっとしたものお弁当用のおかずなどを冷蔵庫に入れるのに使っています,食品を冷蔵庫に入れる
子供がスキー学習に使用するスキー用具一式に貼るために購入しました,スキー用具一式に貼る
足の悪い父が玄関で靴をはきやすくするために購入しました,靴を履く
ケーキや果物を乗せるのに使うことが多いです,ケーキや果物を乗せる
０歳の娘に読み聞かせ用に購入しました,読み聞かせる
きゅうりに肥料として使用するのに購入を決めました,肥料にする
糖尿対策に満腹感を得るために購入しています,満腹感を得る
幼稚園用品を作るために購入しました,幼稚園用品を作る
夏場頭に巻くのに購入しました,頭に巻く
ダンス動画をたくさんｉｐｈｏｎｅで撮ったものを整理するために購入しました,動画を整理する
遠くからでもポイントになり自転車が見つけやすいです,自転車を見つける
部屋の一部分を整理するために購入しました,部屋を整理する
旅行用スーツケースでは断トツのコストパフォーマンスだと思います,荷物を持ち運ぶ
らっきょう０ｋｇを漬けるのに購入しました,らっきょうを漬ける
入浴時は薄手が洗いやすくて好きなので,体を洗う
試しに炊いてみましたが,米を炊く
小学生低学年の息子の防具を入れるために購入,防具を入れる
バッグの中を整理するのに便利です,バッグの中を整理する
ネックレスに使うのに購入,ネックレスを作る
ナインボルトさんの新しく始めたオリジナルエフェクターシリーズの第０弾ということでさっそく購入してみました,ギターの音を変える
画像どおりフォーマルな場にも合いそうなシンプルで可愛いタイツでした,タイツとして履く
因みにバイクの洗車用に購入しましたが,バイクを洗う
車の洗車に使用する場合は表面のホコリを洗い流す程度と考えた方が良いですね,車を洗う
子供の砂遊びの玩具や自転車を洗うには便利と思います,玩具や自転車を洗う
冷え対策と便秘解消対策で甘酒をつくるために購入しました,甘酒をつくる
ウィンカー電球をｌｅｄに交換するために購入,ウィンカーを光らせる
カードスペースは保険証とクレカ０枚が入れば十分ですし,カードを入れる
あまり余計な紙幣も持たないので札入れスペースも十分でした,お札を入れる
安静寝たきりで肩や背中が痛く頭痛薬も使えなかったので看護師さんにホットパッドをお願いしていました,患部を温める
主にあんこを作りたくて購入しました,あんこを作る
豆以外にもスープを作るのに使いました,スープを作る
